name,set,series,release_date,rarity,supertype,subtypes,types,hp,artist,market_price_usd
Rowlet,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Grass,70,Tomokazu Komiya,0.28
Dartrix,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Grass,90,sui,0.16
Arboliva,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 2,Grass,140,KEIICHIRO ITO,0.17
Capsakid,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Grass,50,Shin Nagasawa,0.1
Charmander,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fire,60,DOM,0.37
Ninetales,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fire,120,Yoshioka,0.49
Entei,Obsidian Flames,Scarlet & Violet,2023/08/11,Rare,Pokémon,Basic,Fire,130,toriyufu,0.28
Litwick,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fire,60,Nagomi Nijo,0.14
Eiscue ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Basic, ex, Tera",Fire,210,5ban Graphics,0.84
Lapras,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Basic,Water,110,matazo,0.16
Buizel,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,70,Jerky,0.09
Beartic,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Water,150,Misa Tsutsui,0.22
Wiglett,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,60,Pani Kobayashi,0.19
Finizen,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,50,kodama,0.16
Palafin,Obsidian Flames,Scarlet & Violet,2023/08/11,Rare,Pokémon,Stage 1,Water,150,Souichirou Gunjima,0.1
Magneton,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Stage 1,Lightning,90,kurumitsu,0.21
Magnezone,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 2,Lightning,170,Anesaki Dynamic,0.13
Thundurus,Obsidian Flames,Scarlet & Violet,2023/08/11,Rare,Pokémon,Basic,Lightning,110,GOSSAN,0.27
Toxel,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Lightning,70,AKIRA EGAWA,0.14
Tadbulb,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Lightning,50,kirisAki,0.16
Clefable ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Stage 1, ex",Psychic,260,Satoshi Shirai,0.97
Espeon,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Psychic,110,Cona Nitanda,0.31
Granbull,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Psychic,130,Lee HyunJung,0.25
Baltoy,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,70,Scav,0.17
Claydol,Obsidian Flames,Scarlet & Violet,2023/08/11,Rare,Pokémon,Stage 1,Psychic,120,Shigenori Negishi,0.22
Vespiquen ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Stage 1, ex, Tera",Psychic,270,5ban Graphics,0.83
Sinistea,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,30,Yuka Morii,0.33
Diglett,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,50,OKACHEKE,0.22
Barboach,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,70,Scav,0.08
Whiscash,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,140,0313,0.23
Crabrawler,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,90,Nagomi Nijo,0.18
Crabominable,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,160,Misa Tsutsui,0.23
Rockruff,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,60,Jerky,0.23
Lycanroc,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,130,Mitsuhiro Arita,0.13
Glimmet,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,60,Sanosuke Sakuma,0.19
Paldean Wooper,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Darkness,70,Pani Kobayashi,0.15
Paldean Clodsire,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Darkness,140,Shin Nagasawa,0.38
Heatmor,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fire,110,otumami,0.12
Floatzel,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Water,110,Kouki Saitou,0.21
Tympole,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,70,OKUBO,0.22
Cubchoo,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,70,Mizue,0.19
Cryogonal,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,90,kirisAki,0.18
Magnemite,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Lightning,60,Masakazu Fukuda,0.17
Tyranitar ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Stage 2, ex, Tera",Lightning,340,5ban Graphics,1.17
Tynamo,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Lightning,40,Kagemaru Himeno,0.14
Eelektrik,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Stage 1,Lightning,90,Souichirou Gunjima,0.13
Eelektross,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 2,Lightning,160,Masakazu Fukuda,0.16
Tadbulb,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Lightning,60,Shin Nagasawa,0.14
Cleffa,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,30,kurumitsu,0.44
Clefairy,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,60,Yuka Morii,0.45
Togepi,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,50,Natsumi Yoshida,0.32
Togekiss,Obsidian Flames,Scarlet & Violet,2023/08/11,Rare,Pokémon,Stage 2,Psychic,150,Cona Nitanda,0.28
Snubbull,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,80,Sekio,0.25
Lunatone,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Basic,Psychic,90,Tetsu Kayama,0.24
Greavard,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,80,Pani Kobayashi,0.13
Larvitar,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,70,KYUPIYAMA,0.2
Pupitar,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,80,Souichirou Gunjima,0.23
Toedscruel,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,130,Kouki Saitou,0.06
Koraidon ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Basic, ex",Fighting,230,aky CG Works,0.65
Lampent,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Stage 1,Fire,80,Aya Kusube,0.16
Volcarona,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fire,140,Yukiko Baba,0.1
Armarouge,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fire,120,Souichirou Gunjima,0.17
Sharpedo,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Water,120,Tonji Matsuno,0.17
Seismitoad,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 2,Water,170,Misa Tsutsui,0.18
Toxtricity,Obsidian Flames,Scarlet & Violet,2023/08/11,Rare,Pokémon,Stage 1,Lightning,140,Anesaki Dynamic,0.25
Bellibolt,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Lightning,130,Kouki Saitou,0.32
Mawile,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,100,0313,0.23
Spoink,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,70,GOSSAN,0.11
Greavard,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Psychic,70,Shibuzoh.,0.25
Nosepass,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,90,Nobuhiro Imagawa,0.18
Bonsly,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,30,Mizue,0.17
Drilbur,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fighting,70,sowsow,0.24
Stunfisk,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Basic,Fighting,120,Sumiyoshi Kizuki,0.12
Klawf ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Basic, ex",Fighting,220,aky CG Works,0.8
Paldean Clodsire,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Darkness,140,Kouki Saitou,0.22
Chandelure,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 2,Fire,150,Haru Akasaka,0.32
Larvesta,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fire,80,Yuka Morii,0.22
Charcadet,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Fire,70,Saya Tsuruta,0.1
Carvanha,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,50,Jerky,0.12
Palpitoad,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Stage 1,Water,100,sowsow,0.12
Froakie,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,70,Atsuya Uki,0.17
Frogadier,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Water,90,Tonji Matsuno,0.15
Wugtrio,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Water,90,Akira Komayama,0.23
Finizen,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Water,90,Kouki Saitou,0.3
Pawmot ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Stage 2, ex",Lightning,300,aky CG Works,0.7
Tadbulb,Obsidian Flames,Scarlet & Violet,2023/08/11,Common,Pokémon,Basic,Lightning,60,Saya Tsuruta,0.13
Bellibolt,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Lightning,140,Toshinao Aoki,0.24
Miraidon ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Basic, ex",Lightning,220,5ban Graphics,0.98
Togetic,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Psychic,90,Kyoko Umemoto,0.17
Grumpig,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Psychic,120,Scav,0.15
Solrock,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Basic,Psychic,90,Tetsu Kayama,0.25
Polteageist,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Psychic,70,Megumi Mizutani,0.15
Houndstone,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Psychic,140,Saya Tsuruta,0.13
Houndstone ex,Obsidian Flames,Scarlet & Violet,2023/08/11,Double Rare,Pokémon,"Stage 1, ex",Psychic,260,5ban Graphics,0.9
Dugtrio,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,90,Nelnal,0.18
Diggersby,Obsidian Flames,Scarlet & Violet,2023/08/11,Uncommon,Pokémon,Stage 1,Fighting,140,SATOSHI NAKAI,0.21
Eldegoss,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Grass,80,Kagemaru Himeno,0.1
Galarian Ponyta,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Psychic,70,kirisAki,11.7
Gogoat,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Grass,130,Mina Nakai,0.16
Grubbin,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Grass,60,Tomokazu Komiya,0.07
Steenee,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Grass,80,sui,0.27
Alcremie VMAX,Champion's Path,Sword & Shield,2020/09/25,Rare Holo VMAX,Pokémon,VMAX,Psychic,310,5ban Graphics,6.61
Machop,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Fighting,70,Shibuzoh.,0.21
Dhelmise,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Grass,130,Masakazu Fukuda,0.12
Tsareena,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Grass,150,so-taro,0.2
Rillaboom V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Grass,220,5ban Graphics,0.94
Vulpix,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fire,70,Taira Akitsu,0.44
Ninetales,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Fire,120,Megumi Higuchi,1.53
Rillaboom V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Grass,220,5ban Graphics,0.85
Machoke,Champion's Path,Sword & Shield,2020/09/25,Uncommon,Pokémon,Stage 1,Fighting,110,AKIRA EGAWA,0.14
Rillaboom VMAX,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo VMAX,Pokémon,VMAX,Grass,330,5ban Graphics,2.35
Orbeetle V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Grass,180,5ban Graphics,0.56
Wimpod,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Grass,70,MAHOU,0.07
Cinderace V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Fire,210,5ban Graphics,0.88
Eldegoss V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Grass,180,5ban Graphics,0.93
Golisopod,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 1,Grass,130,Ryuta Fuse,0.4
Torkoal V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Fire,210,Ayaka Yoshida,0.98
Charizard V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Fire,220,aky CG Works,8.5
Orbeetle VMAX,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo VMAX,Pokémon,VMAX,Grass,310,5ban Graphics,1.61
Applin,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Grass,40,Mizue,0.18
Inteleon V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Water,200,5ban Graphics,0.99
Machamp,Champion's Path,Sword & Shield,2020/09/25,Rare Holo,Pokémon,Stage 2,Fighting,170,Anesaki Dynamic,0.44
Victini V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Fire,190,PLANETA Tsuji,1.27
Heatmor,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Basic,Fire,110,kawayoo,0.02
Charizard VMAX,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo VMAX,Pokémon,VMAX,Fire,330,aky CG Works,51.86
Zarude V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Grass,210,PLANETA Igarashi,0.45
Lucario V,Champion's Path,Sword & Shield,2020/09/25,Rare Holo V,Pokémon,"Basic, V",Fighting,210,AKIRA EGAWA,3.87
Toxtricity V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Lightning,210,5ban Graphics,1.24
Houndoom V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Fire,210,Ayaka Yoshida,2.07
Zacian V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Metal,220,5ban Graphics,1.06
Salandit,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fire,70,SATOSHI NAKAI,0.06
Charmander,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fire,70,MAHOU,0.3
Salazzle,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Fire,120,Tomokazu Komiya,0.61
Zamazenta V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Metal,230,aky CG Works,0.98
Charmeleon,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Fire,90,SATOSHI NAKAI,0.31
Zygarde,Champion's Path,Sword & Shield,2020/09/25,Rare Holo,Pokémon,Basic,Fighting,140,Shin Nagasawa,0.27
Applin,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Grass,40,Kagemaru Himeno,0.42
Torchic,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fire,60,Yuka Morii,0.24
Charizard,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 2,Fire,170,Ryuta Fuse,4.05
Combusken,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Fire,90,kodama,0.32
Turtonator,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Basic,Fire,130,KEIICHIRO ITO,0.11
Flapple,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Grass,80,Shin Nagasawa,0.63
Rockruff,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Fighting,70,Naoyo Kimura,0.22
Pikachu,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Lightning,70,Hideki Ishikawa,106.87
Lycanroc,Champion's Path,Sword & Shield,2020/09/25,Rare Holo,Pokémon,Stage 1,Fighting,120,Ryuta Fuse,0.23
Flareon,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Fire,110,Eri Yamaki,0.46
Blaziken,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 2,Fire,170,Ryuta Fuse,0.59
Appletun,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Grass,90,Akira Komayama,0.68
Scorbunny,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fire,60,kirisAki,0.17
Polteageist V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Psychic,170,PLANETA Igarashi,2.08
Vulpix,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fire,60,sui,0.72
Slugma,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fire,70,Mina Nakai,0.03
Rolycoly,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Fighting,70,Masakazu Fukuda,0.23
Heatran,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Basic,Fire,130,Anesaki Dynamic,0.32
Grapploct V,Champion's Path,Sword & Shield,2020/09/25,Rare Holo V,Pokémon,"Basic, V",Fighting,210,PLANETA Igarashi,0.83
Scorbunny,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fire,70,Kagemaru Himeno,0.29
Magcargo,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Fire,130,Masakazu Fukuda,0.02
Flapple,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Grass,80,Hitoshi Ariga,63.31
Ninetales,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Fire,120,AKIRA EGAWA,4.71
Pansear,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fire,60,Megumi Higuchi,0.21
Luxray,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Lightning,160,Megumi Higuchi,81.43
Ekans,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,70,Uta,0.21
Simisear,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Fire,100,0313,0.06
Raboot,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Fire,90,Mizue,0.7
Talonflame V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Fire,190,Ryota Murayama,0.81
Ninetales V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Fire,200,Saki Hayashiro,5.4
Arbok,Champion's Path,Sword & Shield,2020/09/25,Uncommon,Pokémon,Stage 1,Darkness,120,nagimiso,0.13
Vaporeon,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Water,110,kodama,0.94
Coalossal,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Fighting,160,Kouki Saitou,32.72
Growlithe,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fire,80,Ryota Murayama,0.52
Raboot,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Fire,90,Akira Komayama,0.1
Galarian Darmanitan,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Fire,140,Misa Tsutsui,0.56
Wailmer,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Water,100,Yukiko Baba,0.13
Garbodor,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Darkness,120,tetsuya koizumi,55.82
Arcanine,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Fire,130,Hasuno,0.64
Larvesta,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fire,70,Uta,0.05
Galarian Zigzagoon,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,70,Kouki Saitou,0.15
Cinderace,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 2,Fire,170,Kouki Saitou,0.36
Volcarona,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Fire,120,NC Empire,0.39
Galarian Linoone,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Stage 1,Darkness,100,Akira Komayama,0.17
Wailord,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Stage 1,Water,200,SATOSHI NAKAI,0.57
Mantine,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Water,110,0313,1.98
Magmar,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fire,90,Shigenori Negishi,0.09
Cinderace,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 2,Fire,170,Naoki Saito,0.52
Fletchinder,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Fire,70,Mina Nakai,0.25
Magmortar,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Fire,140,Kazuma Koda,0.29
Galarian Obstagoon,Champion's Path,Sword & Shield,2020/09/25,Rare Holo,Pokémon,Stage 2,Darkness,170,Shin Nagasawa,0.11
Noctowl,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Colorless,110,Misa Tsutsui,2.64
Cinderace,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 2,Fire,170,Shin Nagasawa,0.36
Oshawott,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Water,70,nagimiso,0.17
Dewott,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Water,90,Megumi Higuchi,0.2
Absol,Champion's Path,Sword & Shield,2020/09/25,Uncommon,Pokémon,Basic,Darkness,100,kodama,0.33
Sizzlipede,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fire,70,Akira Komayama,0.09
Duraludon,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Metal,130,Ryuta Fuse,0.64
Litwick,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fire,60,Sekio,0.06
Talonflame,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Fire,140,kawayoo,0.37
Sizzlipede,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fire,70,Kouki Saitou,0.23
Purrloin,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,70,sowsow,0.29
Centiskorch V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Fire,210,5ban Graphics,0.84
Rayquaza,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Colorless,130,so-taro,8.55
Copperajah V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Metal,220,5ban Graphics,0.95
Centiskorch VMAX,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo VMAX,Pokémon,VMAX,Fire,320,5ban Graphics,1.64
Liepard,Champion's Path,Sword & Shield,2020/09/25,Uncommon,Pokémon,Stage 1,Darkness,100,Hasuno,0.12
Samurott,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 2,Water,160,Shin Nagasawa,0.27
Lampent,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Fire,80,Kyoko Umemoto,0.31
Centiskorch,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Fire,130,Anesaki Dynamic,0.44
Scraggy,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,70,miki kudo,0.2
Galarian Mr. Mime,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,80,Misa Tsutsui,0.27
Shellder,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,70,Sekio,0.1
Galarian Darmanitan V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Water,220,5ban Graphics,0.57
