set,series,rarity,subtypes,types,hp,artist,market_price_usd,log_market_price,release_year
Obsidian Flames,Scarlet & Violet,Uncommon,Basic,Psychic,90,Tetsu Kayama,0.24,0.2151113796169455,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Psychic,80,Pani Kobayashi,0.13,0.12221763272424921,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Fighting,70,KYUPIYAMA,0.2,0.18232155679395462,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Fighting,80,Souichirou Gunjima,0.23,0.20701416938432615,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Fighting,130,Kouki Saitou,0.06,0.058268908123975775,2023
Obsidian Flames,Scarlet & Violet,Double Rare,"Basic, ex",Fighting,230,aky CG Works,0.65,0.5007752879124893,2023
Obsidian Flames,Scarlet & Violet,Common,Stage 1,Fire,80,Aya Kusube,0.16,0.14842000511827327,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Fire,140,Yukiko Baba,0.1,0.09531017980432487,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Fire,120,Souichirou Gunjima,0.17,0.15700374880966475,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Water,120,Tonji Matsuno,0.17,0.15700374880966475,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 2,Water,170,Misa Tsutsui,0.18,0.16551443847757338,2023
Obsidian Flames,Scarlet & Violet,Rare,Stage 1,Lightning,140,Anesaki Dynamic,0.25,0.22314355131420976,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Lightning,130,Kouki Saitou,0.32,0.2776317365982795,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Psychic,100,0313,0.23,0.20701416938432615,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Psychic,70,GOSSAN,0.11,0.10436001532424277,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Psychic,70,Shibuzoh.,0.25,0.22314355131420976,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Fighting,90,Nobuhiro Imagawa,0.18,0.16551443847757338,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Fighting,30,Mizue,0.17,0.15700374880966475,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Fighting,70,sowsow,0.24,0.2151113796169455,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Basic,Fighting,120,Sumiyoshi Kizuki,0.12,0.11332868530700317,2023
Obsidian Flames,Scarlet & Violet,Double Rare,"Basic, ex",Fighting,220,aky CG Works,0.8,0.5877866649021191,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Darkness,140,Kouki Saitou,0.22,0.1988508587451652,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 2,Fire,150,Haru Akasaka,0.32,0.2776317365982795,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Fire,80,Yuka Morii,0.22,0.1988508587451652,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Fire,70,Saya Tsuruta,0.1,0.09531017980432487,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Water,50,Jerky,0.12,0.11332868530700317,2023
Obsidian Flames,Scarlet & Violet,Common,Stage 1,Water,100,sowsow,0.12,0.11332868530700317,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Water,70,Atsuya Uki,0.17,0.15700374880966475,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Water,90,Tonji Matsuno,0.15,0.13976194237515868,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Water,90,Akira Komayama,0.23,0.20701416938432615,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Water,90,Kouki Saitou,0.3,0.26236426446749106,2023
Obsidian Flames,Scarlet & Violet,Double Rare,"Stage 2, ex",Lightning,300,aky CG Works,0.7,0.5306282510621704,2023
Obsidian Flames,Scarlet & Violet,Common,Basic,Lightning,60,Saya Tsuruta,0.13,0.12221763272424921,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Lightning,140,Toshinao Aoki,0.24,0.2151113796169455,2023
Obsidian Flames,Scarlet & Violet,Double Rare,"Basic, ex",Lightning,220,5ban Graphics,0.98,0.6830968447064438,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Psychic,90,Kyoko Umemoto,0.17,0.15700374880966475,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Psychic,120,Scav,0.15,0.13976194237515868,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Basic,Psychic,90,Tetsu Kayama,0.25,0.22314355131420976,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Psychic,70,Megumi Mizutani,0.15,0.13976194237515868,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Psychic,140,Saya Tsuruta,0.13,0.12221763272424921,2023
Obsidian Flames,Scarlet & Violet,Double Rare,"Stage 1, ex",Psychic,260,5ban Graphics,0.9,0.6418538861723948,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Fighting,90,Nelnal,0.18,0.16551443847757338,2023
Obsidian Flames,Scarlet & Violet,Uncommon,Stage 1,Fighting,140,SATOSHI NAKAI,0.21,0.1906203596086497,2023
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Grass,80,Kagemaru Himeno,0.1,0.09531017980432487,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Psychic,70,kirisAki,11.7,2.5416019934645457,2019
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Grass,130,Mina Nakai,0.16,0.14842000511827327,2020
Rebel Clash,Sword & Shield,Common,Basic,Grass,60,Tomokazu Komiya,0.07,0.06765864847381481,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Grass,80,sui,0.27,0.23901690047049992,2020
Champion's Path,Sword & Shield,Rare Holo VMAX,VMAX,Psychic,310,5ban Graphics,6.61,2.0294631718735947,2020
Champion's Path,Sword & Shield,Common,Basic,Fighting,70,Shibuzoh.,0.21,0.1906203596086497,2020
Vivid Voltage,Sword & Shield,Uncommon,Basic,Grass,130,Masakazu Fukuda,0.12,0.11332868530700317,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Grass,150,so-taro,0.2,0.18232155679395462,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Grass,220,5ban Graphics,0.94,0.6626879730752367,2020
Sword & Shield,Sword & Shield,Common,Basic,Fire,70,Taira Akitsu,0.44,0.36464311358790924,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Fire,120,Megumi Higuchi,1.53,0.9282193027394289,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Grass,220,5ban Graphics,0.85,0.6151856390902335,2019
Champion's Path,Sword & Shield,Uncommon,Stage 1,Fighting,110,AKIRA EGAWA,0.14,0.1310282624064041,2020
Rebel Clash,Sword & Shield,Rare Holo VMAX,VMAX,Grass,330,5ban Graphics,2.35,1.208960345836975,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Grass,180,5ban Graphics,0.56,0.44468582126144574,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Grass,70,MAHOU,0.07,0.06765864847381481,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Fire,210,5ban Graphics,0.88,0.6312717768418579,2019
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Grass,180,5ban Graphics,0.93,0.6575200029167942,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 1,Grass,130,Ryuta Fuse,0.4,0.33647223662121295,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Fire,210,Ayaka Yoshida,0.98,0.6830968447064438,2020
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Fire,220,aky CG Works,8.5,2.2512917986064953,2020
Vivid Voltage,Sword & Shield,Rare Holo VMAX,VMAX,Grass,310,5ban Graphics,1.61,0.9593502213346021,2020
Rebel Clash,Sword & Shield,Common,Basic,Grass,40,Mizue,0.18,0.16551443847757338,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Water,200,5ban Graphics,0.99,0.688134638736401,2019
Champion's Path,Sword & Shield,Rare Holo,Stage 2,Fighting,170,Anesaki Dynamic,0.44,0.36464311358790924,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Fire,190,PLANETA Tsuji,1.27,0.8197798314933114,2020
Sword & Shield,Sword & Shield,Uncommon,Basic,Fire,110,kawayoo,0.02,0.019802627296179712,2020
Darkness Ablaze,Sword & Shield,Rare Holo VMAX,VMAX,Fire,330,aky CG Works,51.86,3.967646909176143,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Grass,210,PLANETA Igarashi,0.45,0.37156355643248307,2020
Champion's Path,Sword & Shield,Rare Holo V,"Basic, V",Fighting,210,AKIRA EGAWA,3.87,1.5830939370944985,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Lightning,210,5ban Graphics,1.24,0.8064758658669485,2019
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Fire,210,Ayaka Yoshida,2.07,1.1216775615991057,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Metal,220,5ban Graphics,1.06,0.7227059828014898,2019
Sword & Shield,Sword & Shield,Common,Basic,Fire,70,SATOSHI NAKAI,0.06,0.058268908123975775,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fire,70,MAHOU,0.3,0.26236426446749106,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Fire,120,Tomokazu Komiya,0.61,0.4762341789963716,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Metal,230,aky CG Works,0.98,0.6830968447064438,2019
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Fire,90,SATOSHI NAKAI,0.31,0.27002713721306015,2020
Champion's Path,Sword & Shield,Rare Holo,Basic,Fighting,140,Shin Nagasawa,0.27,0.23901690047049992,2020
Rebel Clash,Sword & Shield,Common,Basic,Grass,40,Kagemaru Himeno,0.42,0.35065687161316933,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fire,60,Yuka Morii,0.24,0.2151113796169455,2020
Vivid Voltage,Sword & Shield,Rare,Stage 2,Fire,170,Ryuta Fuse,4.05,1.6193882432872684,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Fire,90,kodama,0.32,0.2776317365982795,2020
Sword & Shield,Sword & Shield,Rare,Basic,Fire,130,KEIICHIRO ITO,0.11,0.10436001532424277,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Grass,80,Shin Nagasawa,0.63,0.48858001481867097,2020
Champion's Path,Sword & Shield,Common,Basic,Fighting,70,Naoyo Kimura,0.22,0.1988508587451652,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Lightning,70,Hideki Ishikawa,106.87,4.680926798387338,2019
Champion's Path,Sword & Shield,Rare Holo,Stage 1,Fighting,120,Ryuta Fuse,0.23,0.20701416938432615,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Fire,110,Eri Yamaki,0.46,0.3784364357202451,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 2,Fire,170,Ryuta Fuse,0.59,0.46373401623214017,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Grass,90,Akira Komayama,0.68,0.5187937934151676,2020
Sword & Shield,Sword & Shield,Common,Basic,Fire,60,kirisAki,0.17,0.15700374880966475,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Psychic,170,PLANETA Igarashi,2.08,1.1249295969854831,2019
Rebel Clash,Sword & Shield,Common,Basic,Fire,60,sui,0.72,0.5423242908253616,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fire,70,Mina Nakai,0.03,0.0295588022415444,2020
Champion's Path,Sword & Shield,Common,Basic,Fighting,70,Masakazu Fukuda,0.23,0.20701416938432615,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Basic,Fire,130,Anesaki Dynamic,0.32,0.2776317365982795,2020
Champion's Path,Sword & Shield,Rare Holo V,"Basic, V",Fighting,210,PLANETA Igarashi,0.83,0.6043159668533296,2020
Sword & Shield,Sword & Shield,Common,Basic,Fire,70,Kagemaru Himeno,0.29,0.2546422183735807,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Fire,130,Masakazu Fukuda,0.02,0.019802627296179712,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Grass,80,Hitoshi Ariga,63.31,4.163715140146772,2019
Rebel Clash,Sword & Shield,Rare,Stage 1,Fire,120,AKIRA EGAWA,4.71,1.7422190236679187,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fire,60,Megumi Higuchi,0.21,0.1906203596086497,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Lightning,160,Megumi Higuchi,81.43,4.411949448325136,2019
Champion's Path,Sword & Shield,Common,Basic,Darkness,70,Uta,0.21,0.1906203596086497,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Fire,100,0313,0.06,0.058268908123975775,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Fire,90,Mizue,0.7,0.5306282510621704,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Fire,190,Ryota Murayama,0.81,0.5933268452777344,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Fire,200,Saki Hayashiro,5.4,1.8562979903656263,2020
Champion's Path,Sword & Shield,Uncommon,Stage 1,Darkness,120,nagimiso,0.13,0.12221763272424921,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Water,110,kodama,0.94,0.6626879730752367,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Fighting,160,Kouki Saitou,32.72,3.518091133133655,2019
Rebel Clash,Sword & Shield,Common,Basic,Fire,80,Ryota Murayama,0.52,0.41871033485818504,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Fire,90,Akira Komayama,0.1,0.09531017980432487,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Fire,140,Misa Tsutsui,0.56,0.44468582126144574,2020
Vivid Voltage,Sword & Shield,Common,Basic,Water,100,Yukiko Baba,0.13,0.12221763272424921,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Darkness,120,tetsuya koizumi,55.82,4.039888376426042,2019
Rebel Clash,Sword & Shield,Rare,Stage 1,Fire,130,Hasuno,0.64,0.49469624183610705,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fire,70,Uta,0.05,0.04879016416943201,2020
Champion's Path,Sword & Shield,Common,Basic,Darkness,70,Kouki Saitou,0.15,0.13976194237515868,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 2,Fire,170,Kouki Saitou,0.36,0.3074846997479606,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Fire,120,NC Empire,0.39,0.3293037471426004,2020
Champion's Path,Sword & Shield,Common,Stage 1,Darkness,100,Akira Komayama,0.17,0.15700374880966475,2020
Vivid Voltage,Sword & Shield,Rare Holo,Stage 1,Water,200,SATOSHI NAKAI,0.57,0.4510756193602167,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Water,110,0313,1.98,1.091923300517313,2019
Rebel Clash,Sword & Shield,Common,Basic,Fire,90,Shigenori Negishi,0.09,0.08617769624105233,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 2,Fire,170,Naoki Saito,0.52,0.41871033485818504,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Fire,70,Mina Nakai,0.25,0.22314355131420976,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Fire,140,Kazuma Koda,0.29,0.2546422183735807,2020
Champion's Path,Sword & Shield,Rare Holo,Stage 2,Darkness,170,Shin Nagasawa,0.11,0.10436001532424277,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Colorless,110,Misa Tsutsui,2.64,1.2919836816486494,2019
Sword & Shield,Sword & Shield,Rare,Stage 2,Fire,170,Shin Nagasawa,0.36,0.3074846997479606,2020
Vivid Voltage,Sword & Shield,Common,Basic,Water,70,nagimiso,0.17,0.15700374880966475,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Water,90,Megumi Higuchi,0.2,0.18232155679395462,2020
Champion's Path,Sword & Shield,Uncommon,Basic,Darkness,100,kodama,0.33,0.2851789422336624,2020
Sword & Shield,Sword & Shield,Common,Basic,Fire,70,Akira Komayama,0.09,0.08617769624105233,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Metal,130,Ryuta Fuse,0.64,0.49469624183610705,2019
Rebel Clash,Sword & Shield,Common,Basic,Fire,60,Sekio,0.06,0.058268908123975775,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Fire,140,kawayoo,0.37,0.31481073984003355,2020
Sword & Shield,Sword & Shield,Common,Basic,Fire,70,Kouki Saitou,0.23,0.20701416938432615,2020
Champion's Path,Sword & Shield,Common,Basic,Darkness,70,sowsow,0.29,0.2546422183735807,2020
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Fire,210,5ban Graphics,0.84,0.6097655716208943,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Colorless,130,so-taro,8.55,2.256541154492639,2019
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Metal,220,5ban Graphics,0.95,0.6678293725756554,2019
Darkness Ablaze,Sword & Shield,Rare Holo VMAX,VMAX,Fire,320,5ban Graphics,1.64,0.9707789171582247,2020
Champion's Path,Sword & Shield,Uncommon,Stage 1,Darkness,100,Hasuno,0.12,0.11332868530700317,2020
Vivid Voltage,Sword & Shield,Rare,Stage 2,Water,160,Shin Nagasawa,0.27,0.23901690047049992,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Fire,80,Kyoko Umemoto,0.31,0.27002713721306015,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Fire,130,Anesaki Dynamic,0.44,0.36464311358790924,2020
Champion's Path,Sword & Shield,Common,Basic,Darkness,70,miki kudo,0.2,0.18232155679395462,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Water,80,Misa Tsutsui,0.27,0.23901690047049992,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,70,Sekio,0.1,0.09531017980432487,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Water,220,5ban Graphics,0.57,0.4510756193602167,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Lightning,80,Hitoshi Ariga,0.52,0.41871033485818504,2019
Rebel Clash,Sword & Shield,Rare Holo,Stage 2,Fire,140,Taira Akitsu,0.42,0.35065687161316933,2020
Rebel Clash,Sword & Shield,Uncommon,Basic,Fire,120,Satoshi Shirai,0.21,0.1906203596086497,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Water,130,MAHOU,0.21,0.1906203596086497,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Colorless,150,Tika Matsuno,31.89,3.4931686602009657,2019
Vivid Voltage,Sword & Shield,Rare Holo VMAX,VMAX,Water,320,5ban Graphics,1.21,0.7929925155296614,2020
Champion's Path,Sword & Shield,Rare Holo,Stage 1,Darkness,120,tetsuya koizumi,0.12,0.11332868530700317,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Metal,130,Kouki Saitou,3.59,1.5238800240724537,2019
Champion's Path,Sword & Shield,Common,Basic,Darkness,60,nagimiso,0.18,0.16551443847757338,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Fire,210,5ban Graphics,0.96,0.6729444732424258,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,80,ryoma uratsuka,0.21,0.1906203596086497,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Water,120,Naoki Saito,0.31,0.27002713721306015,2020
Rebel Clash,Sword & Shield,Rare Holo VMAX,VMAX,Fire,320,5ban Graphics,3.0,1.3862943611198906,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Metal,130,Kouki Saitou,3.91,1.5912739418064292,2019
Vivid Voltage,Sword & Shield,Common,Basic,Water,80,kirisAki,0.12,0.11332868530700317,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Basic,Water,120,so-taro,0.95,0.6678293725756554,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,80,miki kudo,0.33,0.2851789422336624,2020
Champion's Path,Sword & Shield,Common,Basic,Darkness,60,sui,0.14,0.1310282624064041,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Water,30,HYOGONOSUKE,0.31,0.27002713721306015,2020
Champion's Path,Sword & Shield,Uncommon,Stage 1,Darkness,120,kawayoo,0.16,0.14842000511827327,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Grass,140,Souichirou Gunjima,6.47,2.010894999144726,2019
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Water,130,tetsuya koizumi,0.44,0.36464311358790924,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Water,140,Taira Akitsu,0.07,0.06765864847381481,2020
Rebel Clash,Sword & Shield,Common,Basic,Water,80,kirisAki,0.09,0.08617769624105233,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 1,Water,120,AKIRA EGAWA,0.73,0.5481214085096876,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,70,Suwama Chiaki,0.07,0.06765864847381481,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Water,110,Mitsuhiro Arita,0.59,0.46373401623214017,2020
Champion's Path,Sword & Shield,Common,Basic,Darkness,70,Naoki Saito,0.18,0.16551443847757338,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Lightning,130,Hasuno,43.42,3.7936898184662815,2019
Vivid Voltage,Sword & Shield,Uncommon,Basic,Water,110,Sanosuke Sakuma,0.27,0.23901690047049992,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Darkness,160,Taira Akitsu,8.37,2.2375130962503307,2019
Vivid Voltage,Sword & Shield,Common,Basic,Water,60,Hitoshi Ariga,0.14,0.1310282624064041,2020
Darkness Ablaze,Sword & Shield,Uncommon,Basic,Water,90,MAHOU,0.03,0.0295588022415444,2020
Champion's Path,Sword & Shield,Rare Holo V,"Basic, V",Metal,220,aky CG Works,0.95,0.6678293725756554,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,70,SATOSHI NAKAI,0.05,0.04879016416943201,2020
Rebel Clash,Sword & Shield,Common,Basic,Water,30,kanahei,18.83,2.9871959425317045,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Water,60,ryoma uratsuka,0.25,0.22314355131420976,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Water,120,Akira Komayama,0.3,0.26236426446749106,2020
Champion's Path,Sword & Shield,Common,Basic,Colorless,50,0313,0.19,0.173953307123438,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Water,180,hatachu,3.31,1.4609379041156565,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Colorless,130,HYOGONOSUKE,11.62,2.5352828571130672,2019
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Water,110,Shibuzoh.,0.12,0.11332868530700317,2020
Sword & Shield,Sword & Shield,Rare,Basic,Water,130,Kazuma Koda,0.77,0.5709795465857378,2020
Rebel Clash,Sword & Shield,Common,Basic,Water,70,0313,0.34,0.29266961396282,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Lightning,190,Saki Hayashiro,2.34,1.205970806988609,2020
Champion's Path,Sword & Shield,Rare Holo,Stage 1,Colorless,110,Taira Akitsu,0.22,0.1988508587451652,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Lightning,60,Hitoshi Ariga,10.17,2.413231613081109,2019
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Water,100,Shigenori Negishi,0.31,0.27002713721306015,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Psychic,60,Misa Tsutsui,0.52,0.41871033485818504,2019
Darkness Ablaze,Sword & Shield,Common,Basic,Water,70,Shin Nagasawa,0.27,0.23901690047049992,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Water,120,Eri Yamaki,0.03,0.0295588022415444,2020
Vivid Voltage,Sword & Shield,Rare Holo VMAX,VMAX,Lightning,310,aky CG Works,12.71,2.6181254935742233,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Water,210,Hasuno,3.0,1.3862943611198906,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Water,210,Ayaka Yoshida,3.47,1.4973884086254774,2020
Sword & Shield,Sword & Shield,Rare Holo VMAX,VMAX,Water,320,5ban Graphics,6.32,1.9906103279732201,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Fire,110,You Iribi,8.92,2.2945529212967815,2019
Vivid Voltage,Sword & Shield,Common,Basic,Lightning,60,Sekio,0.22,0.1988508587451652,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Water,140,Masakazu Fukuda,0.31,0.27002713721306015,2020
Vivid Voltage,Sword & Shield,Rare Holo,Stage 1,Lightning,90,sui,0.35,0.30010459245033805,2020
Sword & Shield,Sword & Shield,Uncommon,Basic,Water,90,Midori Harada,0.11,0.10436001532424277,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Colorless,60,You Iribi,11.46,2.522523513359307,2019
Rebel Clash,Sword & Shield,Common,Basic,Water,60,Aya Kusube,0.1,0.09531017980432487,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Water,90,MAHOU,0.32,0.2776317365982795,2020
Sword & Shield,Sword & Shield,Uncommon,Basic,Water,110,Jumpei Akasaka,0.48,0.3920420877760237,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Lightning,100,Mizue,0.5,0.4054651081081644,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Water,60,Sanosuke Sakuma,0.05,0.04879016416943201,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Fighting,210,PLANETA Tsuji,1.16,0.7701082216960736,2019
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Darkness,220,5ban Graphics,2.66,1.297463147413275,2019
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Lightning,110,AKIRA EGAWA,0.5,0.4054651081081644,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Water,80,Shibuzoh.,0.3,0.26236426446749106,2020
Rebel Clash,Sword & Shield,Rare,Stage 2,Water,170,SATOSHI NAKAI,0.25,0.22314355131420976,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Water,210,PLANETA Igarashi,1.25,0.8109302162163288,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Water,150,kodama,0.32,0.2776317365982795,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Lightning,210,Ryuta Fuse,1.04,0.712949807856125,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,60,Megumi Mizutani,0.05,0.04879016416943201,2020
Rebel Clash,Sword & Shield,Common,Basic,Water,80,Akira Komayama,0.3,0.26236426446749106,2020
SWSH Black Star Promos,Sword & Shield,Promo,VMAX,Darkness,340,5ban Graphics,2.32,1.199964782928397,2019
Rebel Clash,Sword & Shield,Rare,Stage 1,Water,140,Kouki Saitou,0.5,0.4054651081081644,2020
Vivid Voltage,Sword & Shield,Amazing Rare,Basic,Lightning,110,Hideki Ishikawa,6.33,1.9919755158985601,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Grass,80,Mina Nakai,0.94,0.6626879730752367,2019
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Water,200,5ban Graphics,0.78,0.5766133643039938,2020
Vivid Voltage,Sword & Shield,Common,Basic,Lightning,60,Kyoko Umemoto,0.08,0.07696104113612832,2020
